
1	0.000979	2.564483	0.046615
2	0.000879	2.468643	0.021919
3	0.000648	1.211895	0.014737
4	0.000591	1.364325	0.011351
5	0.000532	1.136451	0.009358
6	0.000470	0.663066	0.008026
7	0.000410	0.427028	0.007065
8	0.000358	0.297700	0.006335
9	0.000318	0.169706	0.005759
10	0.000289	0.119774	0.005293
11	0.000269	0.106657	0.004906
12	0.000254	0.085153	0.004579
13	0.000241	0.067688	0.004299
14	0.000231	0.056431	0.004055
15	0.000223	0.048056	0.003842
16	0.000215	0.042597	0.003653
17	0.000209	0.038824	0.003484
18	0.000203	0.035431	0.003332
19	0.000197	0.032283	0.003195
20	0.000193	0.029516	0.003071
21	0.000188	0.027151	0.002957
22	0.000184	0.025140	0.002853
23	0.000181	0.023399	0.002756
24	0.000177	0.021856	0.002667
25	0.000174	0.020470	0.002585
26	0.000171	0.019223	0.002508
27	0.000168	0.018102	0.002436
28	0.000166	0.017092	0.002369
29	0.000163	0.016178	0.002306
30	0.000161	0.015348	0.002247
31	0.000158	0.014589	0.002191
32	0.000156	0.013893	0.002138
33	0.000154	0.013255	0.002089
34	0.000152	0.012667	0.002041
35	0.000151	0.012123	0.001997
36	0.000149	0.011621	0.001954
37	0.000147	0.011154	0.001914
38	0.000145	0.010721	0.001875
39	0.000144	0.010316	0.001838
40	0.000142	0.009939	0.001803
41	0.000141	0.009586	0.001769
42	0.000139	0.009255	0.001737
43	0.000138	0.008945	0.001706
44	0.000137	0.008653	0.001676
45	0.000135	0.008379	0.001648
46	0.000134	0.008119	0.001620
47	0.000133	0.007875	0.001594
48	0.000132	0.007643	0.001568
49	0.000131	0.007424	0.001543
50	0.000130	0.007217	0.001520
51	0.000128	0.007019	0.001497
52	0.000127	0.006832	0.001474
53	0.000126	0.006654	0.001453
54	0.000125	0.006484	0.001432
55	0.000124	0.006322	0.001412
56	0.000123	0.006167	0.001392
57	0.000122	0.006019	0.001373
58	0.000121	0.005878	0.001355
59	0.000120	0.005742	0.001337
60	0.000119	0.005613	0.001319
61	0.000119	0.005488	0.001302
62	0.000118	0.005369	0.001285
63	0.000117	0.005254	0.001269
64	0.000116	0.005144	0.001253
65	0.000115	0.005038	0.001238
66	0.000114	0.004936	0.001223
67	0.000113	0.004837	0.001208
68	0.000113	0.004742	0.001193
69	0.000112	0.004651	0.001179
70	0.000111	0.004562	0.001165
71	0.000110	0.004477	0.001152
72	0.000109	0.004395	0.001139
73	0.000108	0.004315	0.001126
74	0.000108	0.004238	0.001113
75	0.000107	0.004164	0.001100
76	0.000106	0.004091	0.001088
77	0.000105	0.004022	0.001076
78	0.000105	0.003954	0.001064
79	0.000104	0.003888	0.001052
80	0.000103	0.003825	0.001041
81	0.000102	0.003763	0.001030
82	0.000102	0.003704	0.001019
83	0.000101	0.003646	0.001008
84	0.000100	0.003589	0.000997
85	0.000099	0.003535	0.000986
86	0.000099	0.003482	0.000976
87	0.000098	0.003430	0.000966
88	0.000097	0.003381	0.000956
89	0.000096	0.003332	0.000946
90	0.000096	0.003285	0.000936
91	0.000095	0.003239	0.000926
92	0.000094	0.003195	0.000917
93	0.000093	0.003152	0.000907
94	0.000093	0.003110	0.000898
95	0.000092	0.003069	0.000889
96	0.000091	0.003029	0.000880
97	0.000091	0.002991	0.000871
98	0.000090	0.002953	0.000862
99	0.000089	0.002917	0.000853
100	0.000088	0.002882	0.000844
101	0.000088	0.002847	0.000836
102	0.000087	0.002814	0.000827
103	0.000086	0.002781	0.000819
104	0.000086	0.002750	0.000811
105	0.000085	0.002719	0.000803
106	0.000084	0.002689	0.000795
107	0.000083	0.002660	0.000787
108	0.000083	0.002631	0.000779
109	0.000082	0.002604	0.000771
110	0.000081	0.002577	0.000764
111	0.000081	0.002551	0.000756
112	0.000080	0.002526	0.000749
113	0.000079	0.002501	0.000741
114	0.000079	0.002477	0.000734
115	0.000078	0.002454	0.000727
116	0.000077	0.002431	0.000719
117	0.000076	0.002409	0.000712
118	0.000076	0.002387	0.000705
119	0.000075	0.002366	0.000698
120	0.000074	0.002346	0.000691
121	0.000074	0.002326	0.000685
122	0.000073	0.002307	0.000678
123	0.000072	0.002288	0.000671
124	0.000072	0.002269	0.000665
125	0.000071	0.002251	0.000658
126	0.000070	0.002234	0.000652
127	0.000070	0.002217	0.000645
128	0.000069	0.002200	0.000639
129	0.000068	0.002184	0.000633
130	0.000068	0.002169	0.000626
131	0.000067	0.002153	0.000620
132	0.000066	0.002138	0.000614
133	0.000066	0.002124	0.000608
134	0.000065	0.002109	0.000602
135	0.000065	0.002095	0.000596
136	0.000064	0.002082	0.000591
137	0.000063	0.002069	0.000585
138	0.000063	0.002056	0.000579
139	0.000062	0.002043	0.000573
140	0.000061	0.002031	0.000568
141	0.000061	0.002019	0.000562
142	0.000060	0.002007	0.000557
143	0.000059	0.001995	0.000551
144	0.000059	0.001984	0.000546
145	0.000058	0.001973	0.000541
146	0.000058	0.001962	0.000535
147	0.000057	0.001951	0.000530
148	0.000056	0.001941	0.000525
149	0.000056	0.001931	0.000520
150	0.000055	0.001921	0.000515
151	0.000055	0.001911	0.000510
